company;product;typename;inches;screenresolution;cpu_company;cpu_type;cpu_frequency_ghz;ram_gb;memory;gpu_company;gpu_type;opsys;weight_kg;price_euro
HP;Spectre Pro;Ultrabook;133;Full HD 1920x1080;Intel;Core i7 6500U;25;80;512GB SSD;Intel;HD Graphics 520;Windows 10;1,16E+16;19690
Lenovo;Yoga Book;2 in 1 Convertible;101;IPS Panel Touchscreen 1920x1200;Intel;Atom x5-Z8550;144;40;64GB Flash Storage;Intel;HD Graphics 400;Android;69;5490
Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel;Core i7 7560U;24;80;256GB SSD;Intel;Iris Plus Graphics 640;Windows 10;123;13790
Lenovo;IdeaPad Y900-17ISK;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6820HK;27;160;256GB SSD +  1.0TB Hybrid;Nvidia;GeForce GTX 980M;Windows 10;46;274999
Razer;Blade Stealth;Ultrabook;125;Touchscreen / 4K Ultra HD 3840x2160;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;125;10290
Toshiba;Portege X30-D-10K;Ultrabook;133;Full HD 1920x1080;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;105;22260
Asus;Rog GL752VW-T4308T;Gaming;173;Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 960M;Windows 10;352;131249
Vero;V131 (X5-Z8350/4GB/32GB/FHD/W10);Notebook;133;Full HD 1920x1080;Intel;Atom X5-Z8350;144;40;32GB Flash Storage;Intel;HD Graphics 400;Windows 10;135;1960
HP;Spectre Pro;Notebook;133;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;1,16E+16;16900
HP;EliteBook 1040;Notebook;140;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 7;143;15130
Dell;Latitude E5570;Notebook;156;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Linux;209;5,2363E+15
Asus;VivoBook Max;Notebook;156;1366x768;Intel;Core i3 7100U;24;40;1TB HDD;Intel;HD Graphics 620;Windows 10;20;4350
Lenovo;ThinkPad Yoga;2 in 1 Convertible;140;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;18;16690
Lenovo;Yoga Book;2 in 1 Convertible;101;IPS Panel Touchscreen 1920x1200;Intel;Atom x5-Z8550;144;40;64GB Flash Storage;Intel;HD Graphics 400;Windows 10;69;4790
HP;EliteBook 820;Ultrabook;125;1366x768;Intel;Core i5 6300U;24;80;256GB SSD;Intel;HD Graphics 520;Windows 7;126;18950
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;No OS;24;9890
HP;Omen -;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i5 6300HQ;23;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;335;11290
HP;15-bs078cl (i7-7500U/8GB/2TB/W10);Notebook;156;1366x768;Intel;Core i7 7500U;27;80;2TB HDD;Intel;HD Graphics 620;Windows 10;204;6290
Lenovo;ThinkPad P40;2 in 1 Convertible;140;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 6600U;26;80;512GB SSD;Nvidia;Quadro M500M;Windows 7;18;205038
Asus;L403NA-GA013TS (N3350/4GB/32GB/W10);Notebook;140;1366x768;Intel;Celeron Dual Core N3350;11;40;32GB Flash Storage;Intel;HD Graphics 500;Windows 10;15;2780
HP;250 G6;Ultrabook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;184;7520
Acer;Aspire E5-576G;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;40;1TB HDD;Nvidia;GeForce 940MX;Windows 10;223;6160
Lenovo;IdeaPad 500-15ISK;Notebook;156;Full HD 1920x1080;Intel;Core i7 6500U;25;160;1.0TB Hybrid;AMD;Radeon R7 M360;Windows 10;25;10990
Dell;ZBook 17;Workstation;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;256GB SSD;Nvidia;Quadro M3000M;Windows 7;30;3,9494E+16
Dell;Inspiron 5567;Notebook;156;1366x768;Intel;Core i5 7200U;25;80;1TB HDD;AMD;Radeon R7 M445;Windows 10;25;7840
MSI;GT72S Dominator;Gaming;173;Full HD 1920x1080;Intel;Core i7 6820HQ;27;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 980M;Windows 10;3,78E+16;23990
HP;EliteBook 850;Ultrabook;156;Full HD 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 7;188;217172
Lenovo;ThinkPad X1;2 in 1 Convertible;140;IPS Panel Touchscreen 2560x1440;Intel;Core i7 6600U;26;160;512GB SSD;Intel;HD Graphics 520;Windows 10;28;24400
MSI;GP62M 7RDX;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;24;11428
HP;Spectre Pro;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel;Core i5 6300U;24;80;256GB SSD;Intel;HD Graphics 520;Windows 10;148;16290
HP;ZBook 15;Workstation;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;256GB SSD;Nvidia;Quadro M1000M;Windows 7;259;22290
HP;Spectre Pro;2 in 1 Convertible;133;Touchscreen 2560x1440;Intel;Core i7 6600U;26;80;256GB SSD;Intel;HD Graphics 520;Windows 10;148;17990
HP;ZBook Studio;Workstation;156;Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;256GB SSD;Nvidia;Quadro M1000M;Windows 7;20;18990
HP;EliteBook 820;Ultrabook;125;Full HD 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 7;126;229695
Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Nvidia;GeForce 940MX;Windows 10;218;10099
HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 7;188;15790
Lenovo;ThinkPad X1;2 in 1 Convertible;140;IPS Panel Touchscreen 2560x1440;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;127;23390
Lenovo;V110-15ISK (i3-6006U/4GB/1TB/No;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;1TB HDD;Intel;HD Graphics 520;No OS;19;3390
HP;15-BA015wm (E2-7110/4GB/500GB/W10);Notebook;156;1366x768;AMD;E-Series 7110;18;40;500GB HDD;AMD;Radeon R2 Graphics;Windows 10;186;2970
Lenovo;B51-80 (i5-6200U/8GB/1TB/Radeon;Notebook;156;Full HD 1920x1080;Intel;Core i5 6200U;23;80;1TB HDD;AMD;Radeon R5 M330;No OS;232;5990
Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;1TB HDD;Nvidia;GeForce GTX 1050Ti;Windows 10;262;11990
Dell;XPS 15;Notebook;156;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;Intel;Core i5 6300HQ;23;80;256GB SSD;Nvidia;GeForce 960M;Windows 10;204;225068
HP;15-bw002nv (A6-9220/4GB/256GB/Radeon;Notebook;156;Full HD 1920x1080;AMD;A6-Series A6-9220;25;40;256GB SSD;AMD;Radeon 520;Windows 10;191;47889
MSI;GP72M 7REX;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050 Ti;Windows 10;27;14928
Lenovo;ThinkPad T460s;Ultrabook;140;Full HD 1920x1080;Intel;Core i7 6600U;26;120;512GB SSD;Intel;HD Graphics 520;Windows 7;14;22990
Lenovo;B51-80 (i5-6200U/8GB/1008GB/Radeon;Notebook;156;Full HD 1920x1080;Intel;Core i5 6200U;23;80;1.0TB Hybrid;AMD;Radeon R5 M330;Windows 10;25;78849
HP;Spectre Pro;2 in 1 Convertible;133;Touchscreen 2560x1440;Intel;Core i7 6600U;26;80;512GB SSD;Intel;HD Graphics 520;Windows 10;148;20410
Lenovo;ThinkPad T460;Ultrabook;140;Full HD 1920x1080;Intel;Core i7 6600U;26;80;256GB SSD;Intel;HD Graphics 520;Windows 7;17;14990
MSI;GS40 Phantom;Gaming;140;Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 970M;Windows 10;17;17690
HP;Pavilion 15-cb003nv;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;262;8990
Lenovo;IdeaPad 310-15ISK;Notebook;156;1366x768;Intel;Core i3 6006U;20;80;1TB HDD;Intel;HD Graphics 520;Windows 10;22;4590
HP;250 G4;Notebook;156;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;No OS;21;47699
Dell;Inspiron 7567;Gaming;156;4K Ultra HD 3840x2160;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050 Ti;Windows 10;262;14980
Lenovo;ThinkPad T570;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;195;13900
Lenovo;320-15ISK (i3-6006U/4GB/1TB/GeForce;Notebook;156;Full HD 1920x1080;Intel;Core i3 6006U;20;40;1TB HDD;Nvidia;GeForce 920MX;Windows 10;22;4680
HP;Stream 14-AX000nv;Notebook;140;1366x768;Intel;Celeron Dual Core N3060;16;20;32GB Flash Storage;Intel;HD Graphics 400;Windows 10;144;2490
MSI;PL60 7RD;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;80;1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;22;8390
HP;250 G5;Notebook;156;Full HD 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;196;6790
HP;ProBook 450;Notebook;156;Full HD 1920x1080;Intel;Core i7 8550U;18;160;512GB SSD;Intel;UHD Graphics 620;Windows 10;21;11590
Asus;X553SA-XX021T (N3050/4GB/500GB/W10);Notebook;156;1366x768;Intel;Celeron Dual Core N3050;16;40;500GB HDD;Intel;HD Graphics;Windows 10;22;3690
Lenovo;V110-15ISK (i5-6200U/4GB/500GB/No;Notebook;156;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;No OS;21;3980
Lenovo;IdeaPad 510-15IKB;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;1TB HDD;Nvidia;GeForce 940MX;No OS;22;7090
Asus;UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10);Notebook;140;Full HD 1920x1080;Intel;Core i3 7100U;24;40;256GB SSD;Intel;HD Graphics 620;Windows 10;20;7690
Lenovo;B51-80 (i7-6500U/4GB/1008GB/FHD/W7);Notebook;156;Full HD 1920x1080;Intel;Core i7 6500U;25;40;1.0TB Hybrid;Intel;HD Graphics 520;Windows 7;232;8250
Lenovo;IdeaPad Y700-15ISK;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;512GB SSD;Nvidia;GeForce GTX 960;Windows 10;331;13050
MSI;GS60 Ghost;Gaming;156;Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 970M;Windows 10;191;215337
HP;ProBook 450;Notebook;156;1366x768;Intel;Core i3 6100U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;207;6500
Lenovo;ThinkPad X1;2 in 1 Convertible;140;IPS Panel Touchscreen 2560x1440;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;136;16370
Lenovo;IdeaPad 310-15IKB;Ultrabook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;60;256GB SSD;Nvidia;GeForce 920M;Windows 10;154;8310
Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Nvidia;GeForce GT 940MX;Linux;198;89501
Acer;Aspire 3;Notebook;156;1366x768;Intel;Celeron Dual Core N3350;20;40;500GB HDD;Intel;HD Graphics 500;Windows 10;21;3330
HP;Pavilion 15-BC000nv;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;60;1TB HDD;Nvidia;GeForce GTX 960M;Windows 10;218;7990
Asus;Rog GL552VW-DM201T;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 960M;Windows 10;2591;9090
Dell;Inspiron 5578;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;209;11790
Acer;Aspire E5-576G;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;40;256GB SSD;Nvidia;GeForce 940MX;Windows 10;223;113602
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i5 6300U;24;80;256GB SSD;Intel;HD Graphics 520;Linux;123;10990
Acer;Predator G9-793;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;42;25990
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;24;8190
Samsung;Chromebook Plus;2 in 1 Convertible;123;IPS Panel Touchscreen 2400x1600;Samsung;Cortex A72&A53;20;40;32GB Flash Storage;ARM;Mali T860 MP4;Chrome OS;115;6590
HP;250 G6;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;186;4850
Apple;"MacBook 12""";Ultrabook;120;IPS Panel Retina Display 2304x1440;Intel;Core M;11;80;256GB Flash Storage;Intel;HD Graphics 5300;Mac OS X;9,2E+15;11630
Dell;Inspiron 7378;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;16;11990
HP;Pavilion Power;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;120;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;221;13270
Lenovo;V110-15ISK (i3-6006U/4GB/1TB/Radeon;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;1TB HDD;AMD;Radeon R5 M430;No OS;19;3680
Asus;Rog G752VY-GC229T;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;512GB SSD +  1TB HDD;Nvidia;GeForce GTX 980M;Windows 10;43;21500
Acer;Aspire 3;Notebook;156;1366x768;Intel;Celeron Dual Core N3350;20;40;1TB HDD;Intel;HD Graphics 500;Linux;21;2720
MSI;GS73VR 7RF;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;243;20489
Dell;Inspiron 5567;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;128GB SSD;AMD;Radeon R7 M440;Windows 10;23;4,99E+16
Lenovo;IdeaPad 310-15ISK;Notebook;156;1366x768;Intel;Core i7 6500U;25;80;500GB HDD;Nvidia;GeForce 920MX;No OS;22;6290
Dell;Inspiron 5579;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel;Core i7 8550U;18;160;512GB SSD;Intel;UHD Graphics 620;Windows 10;20;12850
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;1,2E+16;26800
Asus;FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce;Gaming;156;Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;22;11690
Dell;Inspiron 5567;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;AMD;Radeon R7 M445;Windows 10;236;8890
HP;15-bs025nv (i5-7200U/8GB/256GB/W10);Notebook;156;1366x768;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;191;5790
Lenovo;IdeaPad 320-15AST;Notebook;156;Full HD 1920x1080;AMD;E-Series 9000;22;40;500GB HDD;AMD;Radeon R2 Graphics;Windows 10;22;2990
Acer;Aspire E5-774G;Notebook;173;1600x900;Intel;Core i3 6006U;20;80;1TB HDD;Nvidia;GeForce 940MX;Windows 10;33;6290
Asus;Rog Strix;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;22;24490
Apple;"MacBook 12""";Ultrabook;120;IPS Panel Retina Display 2304x1440;Intel;Core M;12;80;512GB Flash Storage;Intel;HD Graphics 515;Mac OS X;9,2E+15;12790
Asus;FX502VM-AS73 (i7-7700HQ/16GB/1TB;Notebook;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;22;17490
MSI;GS73VR Stealth;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;243;194899
Dell;Inspiron 7579;2 in 1 Convertible;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;2191;9990
Asus;ROG Strix;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;29;19490
Acer;C740-C9QX (3205U/2GB/32GB/Chrome;Netbook;116;1366x768;Intel;Celeron Dual Core 3205U;15;20;32GB SSD;Intel;HD Graphics;Chrome OS;13;1740
Acer;E5 774G;Notebook;173;1600x900;Intel;Core i3 6006U;20;40;1TB HDD;Nvidia;GeForce 940MX;Windows 10;33;5980
Lenovo;IdeaPad 320-17IKB;Notebook;173;Full HD 1920x1080;Intel;Core i5 7200U;25;80;1TB HDD;Intel;HD Graphics 620;No OS;28;5390
Lenovo;IdeaPad Y700-15ISK;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 960<U+039C>;Windows 10;26;12720
Acer;SP714-51 (i7-7Y75/8GB/256GB/FHD/W10);2 in 1 Convertible;140;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 7Y75;13;80;256GB SSD;Intel;HD Graphics 615;Windows 10;1,2E+16;11490
Lenovo;Thinkpad T560;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6600U;26;80;256GB SSD;Intel;HD Graphics 520;Windows 10;23;15290
MSI;GP62MVR 6RF;Gaming;156;Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;22;147611
HP;15-bw009nv (A12-9720P/6GB/1TB/Radeon;Notebook;156;Full HD 1920x1080;AMD;A12-Series 9720P;27;60;1TB HDD;AMD;Radeon 530;Windows 10;21;5290
Dell;Latitude E7270;Ultrabook;125;Full HD / Touchscreen 1920x1080;Intel;Core i5 6300U;24;80;256GB SSD;Intel;HD Graphics 520;Windows 7;126;171337
Dell;Inspiron 5578;2 in 1 Convertible;150;Full HD / Touchscreen 1920x1080;Intel;Core i3 7100U;24;40;500GB HDD;Intel;HD Graphics 620;Windows 10;208;5090
Asus;X540SA-RBPDN09 (N3710/4GB/1TB/W10);Notebook;156;1366x768;Intel;Pentium Quad Core N3710;16;40;1TB HDD;Intel;HD Graphics 405;Windows 10;265;3090
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;129;113602
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;1TB HDD;Intel;HD Graphics 520;Linux;218;5,2186E+15
Lenovo;IdeaPad Y700-15ISK;Gaming;156;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 6700HQ;26;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 960M;Windows 10;26;10290
MSI;GL62M 7RDX;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;22;11490
Lenovo;ThinkPad Yoga;Netbook;125;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 6500U;25;160;512GB SSD;Intel;HD Graphics 520;Windows 10;13;16500
Razer;Blade Pro;Gaming;140;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;1TB SSD;Nvidia;GeForce GTX 1060;Windows 10;195;34990
Dell;Inspiron 3567;Notebook;156;Touchscreen 1366x768;Intel;Core i3 7100U;24;80;1TB HDD;Intel;HD Graphics 620;Windows 10;23;46901
MSI;GE72VR Apache;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;27;15980
Apple;MacBook Air;Ultrabook;116;1366x768;Intel;Core i5;16;40;256GB Flash Storage;Intel;HD Graphics 6000;Mac OS X;108;9590
HP;15-bs023nv (i3-6006U/4GB/1TB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel;Core i3 6006U;20;40;1TB HDD;Intel;HD Graphics 520;Windows 10;21;4,78E+16
HP;EliteBook 840;Ultrabook;140;2560x1440;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 7;154;219819
Dell;Vostro 3559;Notebook;156;1366x768;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 7;224;7370
MSI;GL62 6QF;Gaming;156;Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 960M;Windows 10;23;11690
Lenovo;ThinkPad 13;Notebook;133;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;14;14990
Lenovo;IdeaPad 320-15ABR;Notebook;156;Full HD 1920x1080;AMD;A12-Series 9720P;36;60;256GB SSD;AMD;Radeon 530;Windows 10;22;59757
Asus;ZenBook UX310UA-WB71;Ultrabook;133;Full HD 1920x1080;Intel;Core i7 6500U;25;80;256GB SSD;Intel;HD Graphics 520;Windows 10;145;12800
Acer;Aspire ES1-572;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;500GB HDD;Intel;HD Graphics 520;Linux;24;3,618E+16
Dell;Inspiron 7779;2 in 1 Convertible;173;Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;160;512GB SSD;Nvidia;GeForce 940MX;Windows 10;277;17990
HP;EliteBook 840;Notebook;140;Full HD 1920x1080;Intel;Core i5 6200U;23;40;256GB SSD;Intel;HD Graphics 520;Windows 7;154;109999
Asus;Rog GL553VE-FY052T;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050 Ti;Windows 10;25;16000
Dell;Latitude 5480;Notebook;140;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;16;8750
Asus;Rog GL502VS;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;234;23250
Lenovo;V510-15IKB (i5-7200U/8GB/256GB/FHD/No;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;No OS;23;5730
Dell;XPS 13;2 in 1 Convertible;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i5 7200U;12;80;256GB SSD;Intel;HD Graphics 615;Windows 10;124;18130
Dell;Inspiron 3552;Notebook;156;1366x768;Intel;Pentium Quad Core N3710;16;40;500GB HDD;Intel;HD Graphics;Linux;22;3240
HP;255 G6;Notebook;156;1366x768;AMD;A6-Series 9220;25;40;500GB HDD;AMD;Radeon R4 Graphics;Windows 10;186;3990
Lenovo;IdeaPad 310-15ISK;Notebook;156;Full HD 1920x1080;Intel;Core i3 6100U;23;60;128GB SSD;Nvidia;GeForce 920MX;Windows 10;24;5690
Lenovo;ThinkPad L460;Notebook;140;IPS Panel Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;19;10720
Dell;Inspiron 3552;Notebook;156;1366x768;Intel;Pentium Quad Core N3700;16;40;500GB HDD;Intel;HD Graphics;Windows 10;22;44399
Asus;X541NA-GO020T (N3350/4GB/1TB/W10);Notebook;156;1366x768;Intel;Celeron Dual Core N3350;11;40;1TB HDD;Intel;HD Graphics 500;Windows 10;20;3390
Asus;Rog G752VT-GC073T;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 970M;Windows 10;40;19000
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;500GB HDD;Intel;HD Graphics 520;Windows 10;229;4900
Lenovo;B51-80 (i7-6500U/8GB/1008GB/Radeon;Notebook;156;Full HD 1920x1080;Intel;Core i7 6500U;25;80;1.0TB Hybrid;AMD;Radeon R5 M330;Windows 7;232;8950
MSI;GE62 Apache;Gaming;156;Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 960M;Windows 10;24;12290
Lenovo;Yoga 500-14IBD;2 in 1 Convertible;140;Full HD / Touchscreen 1920x1080;Intel;Core i5 6200U;23;40;128GB SSD;Intel;HD Graphics 520;Windows 10;18;83301
Asus;ZenBook UX305CA-UBM1;Ultrabook;133;IPS Panel Full HD 1920x1080;Intel;Core M 6Y30;9E+15;80;512GB SSD;Intel;HD Graphics 515;Windows 10;1,2E+16;7290
Dell;Inspiron 3567;Notebook;156;1366x768;Intel;Core i3 7100U;24;60;1TB HDD;Intel;HD Graphics 620;Windows 10;23;4590
Acer;Aspire ES1-531;Notebook;156;1366x768;Intel;Celeron Dual Core N3060;16;40;500GB HDD;Intel;HD Graphics 400;Linux;24;2890
Dell;Inspiron 3552;Notebook;156;1366x768;Intel;Celeron Dual Core N3050;16;20;500GB HDD;Intel;HD Graphics;Windows 10;22;3790
Lenovo;IdeaPad Y700-15ISK;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;1TB HDD;Nvidia;GeForce GTX 960M;Windows 10;26;8990
HP;Pavilion 15-AW003nv;Notebook;156;Full HD 1920x1080;AMD;A9-Series 9410;29;60;1.0TB Hybrid;AMD;Radeon R7 M440;Windows 10;204;54999
Dell;Inspiron 3567;Notebook;156;1366x768;Intel;Core i7 7500U;27;80;1TB HDD;AMD;Radeon R5 M430;Linux;23;80599
HP;Stream 11-Y000na;Netbook;116;1366x768;Intel;Celeron Dual Core N3060;16;20;32GB Flash Storage;Intel;HD Graphics 400;Windows 10;117;2090
